Civilité;Nom;Prénom;Mandat;Circonscription;Département;Candidat;"Date de publication"
Mme;MAINGUET;"Marie Odile";Maire;Montain;Jura;"JADOT Yannick";08/02/2022
Mme;MONNET;Brigitte;Maire;Val-Sonnette;Jura;"JADOT Yannick";08/02/2022
M.;SAVOYE;Guy;Maire;Neublans-Abergement;Jura;"JADOT Yannick";08/02/2022
Mme;MOTOMAN;Laurence;"Conseillère régionale";Nouvelle-Aquitaine;Landes;"JADOT Yannick";08/02/2022
M.;FOURNIER;Charles;"Conseiller régional";"Centre-Val De Loire";Loir-et-Cher;"JADOT Yannick";08/02/2022
M.;HEITZ;Philippe;Maire;Burdignes;Loire;"JADOT Yannick";08/02/2022
M.;LONGEON;Olivier;"Conseiller régional";Auvergne-Rhône-Alpes;Loire;"JADOT Yannick";08/02/2022
Mme;VIALLETON;Marie-Michelle;"Conseillère départementale";;Loire;"JADOT Yannick";08/02/2022
Mme;BRUN;Anne-Marie;Maire;Saint-Cirgues;Haute-Loire;"JADOT Yannick";08/02/2022
M.;DAUMAS;Renaud;"Conseiller régional";Auvergne-Rhône-Alpes;Haute-Loire;"JADOT Yannick";08/02/2022
M.;BESSIERE;Ugo;"Conseiller départemental";;Loire-Atlantique;"JADOT Yannick";08/02/2022
M.;DUBOST;Laurent;"Conseiller départemental";;Loire-Atlantique;"JADOT Yannick";08/02/2022
Mme;"GIRARDOT MOITIÉ";Chloé;"Conseillère départementale";;Loire-Atlantique;"JADOT Yannick";08/02/2022
Mme;HAMEAU;Pascale;"Conseillère régionale";"Pays De La Loire";Loire-Atlantique;"JADOT Yannick";08/02/2022
M.;RAUX;Jean-Claude;Maire;Saffré;Loire-Atlantique;"JADOT Yannick";08/02/2022
M.;BRIE;Bertrand;Maire;Villereau;Loiret;"JADOT Yannick";08/02/2022
Mme;SAUTREUIL;Magali;"Conseillère régionale";"Centre-Val De Loire";Loiret;"JADOT Yannick";08/02/2022
M.;DREUIL;Jean;Maire;Sérignac-sur-Garonne;Lot-et-Garonne;"JADOT Yannick";08/02/2022
Mme;MESSINA-VENTADOUX;Annie;"Conseillère départementale";;Lot-et-Garonne;"JADOT Yannick";08/02/2022
M.;VENTADOUX;Yvon;Maire;Pujols;Lot-et-Garonne;"JADOT Yannick";08/02/2022
M.;DOUGE;Christophe;Maire;Montrevault-sur-Èvre;Maine-et-Loire;"JADOT Yannick";08/02/2022
M.;LEFIÈVRE;Éric;Maire;Parnay;Maine-et-Loire;"JADOT Yannick";08/02/2022
M.;HÉDOUIN;Guillaume;"Conseiller régional";Normandie;Manche;"JADOT Yannick";08/02/2022
M.;RICHARD;Michel;Maire;Tessy-Bocage;Manche;"JADOT Yannick";08/02/2022
Mme;MESNAGER;Solène;"Conseillère régionale";"Pays De La Loire";Mayenne;"JADOT Yannick";08/02/2022
M.;JACQUOT;Damien;Maire;Reillon;Meurthe-et-Moselle;"JADOT Yannick";08/02/2022
M.;LAURENT;Stéphane;Maire;Amance;Meurthe-et-Moselle;"JADOT Yannick";08/02/2022
M.;GIRARD;Damien;"Conseiller départemental";;Morbihan;"JADOT Yannick";08/02/2022
M.;BAUMANN;Francis;Maire;Veckersviller;Moselle;"JADOT Yannick";08/02/2022
M.;DEVIENNE;Gilles;Maire;Urzy;Nièvre;"JADOT Yannick";08/02/2022
M.;SÉJEAU;Wilfrid;"Conseiller départemental";;Nièvre;"JADOT Yannick";08/02/2022
Mme;BOCQUET;Stéphanie;"Conseillère départementale";;Nord;"JADOT Yannick";08/02/2022
M.;BROHARD;Yannick;"Conseiller régional";Hauts-De-France;Nord;"JADOT Yannick";08/02/2022
Mme;FABER;Vinciane;Maire;Louvil;Nord;"JADOT Yannick";08/02/2022
M.;GUIZIOU;Maël;"Conseiller départemental";;Nord;"JADOT Yannick";08/02/2022
M.;JAMELIN;Simon;"Conseiller départemental";;Nord;"JADOT Yannick";08/02/2022
Mme;"LE CHAPELLIER";Evelyne;Maire;"Le Meux";Oise;"JADOT Yannick";08/02/2022
M.;COUSIN;Alexandre;"Conseiller régional";Hauts-De-France;Pas-de-Calais;"JADOT Yannick";08/02/2022
M.;DUPAS;Jean-Charles;Maire;Sauchy-Cauchy;Pas-de-Calais;"JADOT Yannick";08/02/2022
M.;HOCHART;Jean-Jacques;Maire;Gauchin-Verloingt;Pas-de-Calais;"JADOT Yannick";08/02/2022
Mme;TONDELIER;Marine;"Conseillère régionale";Hauts-De-France;Pas-de-Calais;"JADOT Yannick";08/02/2022
M.;LIVET;Bertrand;Maire;Usson;Puy-de-Dôme;"JADOT Yannick";08/02/2022
Mme;PARRET;Fatima;"Conseillère régionale";Auvergne-Rhône-Alpes;Puy-de-Dôme;"JADOT Yannick";08/02/2022
Mme;BUSSIERE;Sophie;"Conseillère régionale";Nouvelle-Aquitaine;Pyrénées-Atlantiques;"JADOT Yannick";08/02/2022
M.;CASTET;Eric;Maire;Uzein;Pyrénées-Atlantiques;"JADOT Yannick";08/02/2022
M.;DAMESTOY;Didier;"Conseiller régional";Nouvelle-Aquitaine;Pyrénées-Atlantiques;"JADOT Yannick";08/02/2022
M.;FLORENCE;"Jean Pierre";Maire;Cauterets;Hautes-Pyrénées;"JADOT Yannick";08/02/2022
M.;LELAURIN;Francis;Maire;Tarasteix;Hautes-Pyrénées;"JADOT Yannick";08/02/2022
M.;FREMONT;Damien;"Conseiller départemental";;Bas-Rhin;"JADOT Yannick";08/02/2022
M.;PIELA;Jean-Pierre;Maire;Breitenbach;Bas-Rhin;"JADOT Yannick";08/02/2022
M.;DREYFUS;Laurent;"Conseiller régional";"Grand Est";Haut-Rhin;"JADOT Yannick";08/02/2022
M.;ARTIGNY;Bertrand;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;ATHANAZE;Pierre;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";08/02/2022
Mme;AUGEY;Camille;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";08/02/2022
Mme;BAUME;Emeline;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";08/02/2022
Mme;BENAHMED;Fatiha;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;"BEN ITAH";Yves;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;BERZANE;Olivier;"Maire d'arrondissement";;Rhône;"JADOT Yannick";08/02/2022
M.;CAMUS;Jérémy;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;DALBY;Hugo;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;DOSSUS;Thomas;Sénateur;;Rhône;"JADOT Yannick";08/02/2022
Mme;DROMAIN;Hélène;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";08/02/2022
Mme;"DUBOIS BERTRAND";Véronique;"Maire d'arrondissement";;Rhône;"JADOT Yannick";08/02/2022
Mme;FRETY-PERRIER;Laurence;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;GIACALONE;Reynald;"Conseiller régional";Auvergne-Rhône-Alpes;Rhône;"JADOT Yannick";08/02/2022
Mme;GIROMAGNY;"Veronique Denise";"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;GUELPA-BONARO;Philippe;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;MONOT;Vincent;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";08/02/2022
Mme;MOREIRA;Véronique;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";08/02/2022
Mme;PERCET;Joëlle;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;PEREZ;Eric;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";08/02/2022
Mme;ROCH;Valérie;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;THEVENIEAU;François;"Conseiller métropolitain de Lyon";;Rhône;"JADOT Yannick";08/02/2022
Mme;VACHER;Lucie;"Conseillère métropolitaine de Lyon";;Rhône;"JADOT Yannick";08/02/2022
M.;ZINCK;Rémi;"Maire d'arrondissement";;Rhône;"JADOT Yannick";08/02/2022
Mme;THOMAS;Marie-Claire;"Conseillère régionale";Bourgogne-Franche-Comté;Haute-Saône;"JADOT Yannick";08/02/2022
M.;WEBER;Frédéric;Maire;Dampierre-sur-Linotte;Haute-Saône;"JADOT Yannick";08/02/2022
M.;JAUNET;Jean-François;Maire;Génelard;Saône-et-Loire;"JADOT Yannick";08/02/2022
M.;GUY;Samuel;"Conseiller départemental";;Sarthe;"JADOT Yannick";08/02/2022
Mme;TERNOY-LEGER;Claudie;"Conseillère régionale";Auvergne-Rhône-Alpes;Savoie;"JADOT Yannick";08/02/2022
Mme;CUSEY;Alexandra;"Conseillère régionale";Auvergne-Rhône-Alpes;Haute-Savoie;"JADOT Yannick";08/02/2022
Mme;GREBERT;Fabienne;"Conseillère régionale";Auvergne-Rhône-Alpes;Haute-Savoie;"JADOT Yannick";08/02/2022
Mme;MURACCIOLE;Natacha;"Conseillère régionale";Auvergne-Rhône-Alpes;Haute-Savoie;"JADOT Yannick";08/02/2022
Mme;ABEILLE;Laurence;"Conseillère régionale";Île-De-France;Paris;"JADOT Yannick";08/02/2022
M.;DUMESNIL;Jean-Luc;"Conseiller régional";Île-De-France;Paris;"JADOT Yannick";08/02/2022
Mme;JARRY-BOUABID;Anne-Claire;"Conseillère régionale";Île-De-France;Paris;"JADOT Yannick";08/02/2022
M.;BILLORÉ-TENNAH;Jean-Yves;Maire;Tôtes;Seine-Maritime;"JADOT Yannick";08/02/2022
M.;GIRARD;Serge;Maire;Grainville-Ymauville;Seine-Maritime;"JADOT Yannick";08/02/2022
M.;GONDOUIN;Carol;Maire;Beaurepaire;Seine-Maritime;"JADOT Yannick";08/02/2022
M.;HAUTOT;Pierre-Emmanuel;"Conseiller régional";Normandie;Seine-Maritime;"JADOT Yannick";08/02/2022
M.;MARTOT;Stéphane;"Conseiller départemental";;Seine-Maritime;"JADOT Yannick";08/02/2022
Mme;SENÉE;Ghislaine;"Conseillère régionale";Île-De-France;Yvelines;"JADOT Yannick";08/02/2022
M.;TISSIER;Joël;Maire;Maurecourt;Yvelines;"JADOT Yannick";08/02/2022
M.;WASTL;Lionel;Maire;Andrésy;Yvelines;"JADOT Yannick";08/02/2022
M.;ALLARD;Emmanuel;Maire;Allonne;Deux-Sèvres;"JADOT Yannick";08/02/2022
M.;BARRÉ;Daniel;Maire;Chizé;Deux-Sèvres;"JADOT Yannick";08/02/2022
Mme;BATHO;Delphine;Députée;"2ème circonscription";Deux-Sèvres;"JADOT Yannick";08/02/2022
Mme;PELAUD;Catherine;"Conseillère départementale";;Deux-Sèvres;"JADOT Yannick";08/02/2022
M.;RENOUX;Jean-François;"Conseiller départemental";;Deux-Sèvres;"JADOT Yannick";08/02/2022
Mme;ERCAN;Esra;"Conseillère départementale";;Somme;"JADOT Yannick";08/02/2022
M.;EVRARD;Dominique;Maire;Rumigny;Somme;"JADOT Yannick";08/02/2022
M.;HUTIN;Thomas;"Conseiller régional";Hauts-De-France;Somme;"JADOT Yannick";08/02/2022
M.;CRÉMOUX;Xavier;Maire;Lugan;Tarn;"JADOT Yannick";08/02/2022
M.;ALLEL;Samir;"Conseiller départemental";;Vaucluse;"JADOT Yannick";08/02/2022
M.;GOMEZ;Kevin;Maire;"La Chapelle-Moulière";Vienne;"JADOT Yannick";08/02/2022
M.;PERREAU;Thierry;"Conseiller régional";Nouvelle-Aquitaine;Vienne;"JADOT Yannick";08/02/2022
M.;VOUHE;Gregory;"Conseiller départemental";;Vienne;"JADOT Yannick";08/02/2022
Mme;BELUCHE;Marie-Dominique;"Conseillère départementale";;"Territoire de Belfort";"JADOT Yannick";08/02/2022
M.;BRAIVE;Éric;Maire;Leuville-sur-Orge;Essonne;"JADOT Yannick";08/02/2022
Mme;LAUNAY;Anne;"Conseillère départementale";;Essonne;"JADOT Yannick";08/02/2022
M.;THOMAS;Olivier;"Conseiller départemental";;Essonne;"JADOT Yannick";08/02/2022
Mme;BROBECKER;Astrid;"Conseillère départementale";;Hauts-de-Seine;"JADOT Yannick";08/02/2022
M.;CHIBANE;Kader;"Conseiller régional";Île-De-France;Seine-Saint-Denis;"JADOT Yannick";08/02/2022
M.;METAIRIE;Christian;Maire;Arcueil;Val-de-Marne;"JADOT Yannick";08/02/2022
Mme;TAILLE-POLIAN;"Sophie Diane";Sénatrice;;Val-de-Marne;"JADOT Yannick";08/02/2022
M.;"PROFFIT BRULFERT";Eric;Maire;Menucourt;Val-d'Oise;"JADOT Yannick";08/02/2022
M.;ALFONSI;François;"Représentant français au Parlement européen";;"Parlement européen";"JADOT Yannick";08/02/2022
M.;CORMAND;David;"Représentant français au Parlement européen";;"Parlement européen";"JADOT Yannick";08/02/2022
M.;GRUFFAT;Claude;"Représentant français au Parlement européen";;"Parlement européen";"JADOT Yannick";08/02/2022
M.;SATOURI;Mounir;"Représentant français au Parlement européen";;"Parlement européen";"JADOT Yannick";08/02/2022
M.;CARAMELLE;Bertrand;Maire;Pargnan;Aisne;"KAZIB Anasse";08/02/2022
M.;COCHET;Jérémie;Maire;Voyenne;Aisne;"KAZIB Anasse";08/02/2022
M.;CANNAUX;Francis;Maire;Saint-Juvin;Ardennes;"KAZIB Anasse";08/02/2022
M.;NANJI;"Léopold Désiré";Maire;Buzancy;Ardennes;"KAZIB Anasse";08/02/2022
M.;RHUL;Daniel;Maire;L'Échelle;Ardennes;"KAZIB Anasse";08/02/2022
M.;ALOZY;Alban;Maire;Ventenac;Ariège;"KAZIB Anasse";08/02/2022
M.;CHOFFÉ;Francis;Maire;Blaincourt-sur-Aube;Aube;"KAZIB Anasse";08/02/2022
M.;MICHEL;Alain;Maire;Joncreuil;Aube;"KAZIB Anasse";08/02/2022
M.;ALRIC;Didier;Maire;Plaigne;Aude;"KAZIB Anasse";08/02/2022
M.;BEDOS;Xavier;Maire;Rieux-en-Val;Aude;"KAZIB Anasse";08/02/2022
M.;CALMON;Régis;Maire;Gaja-la-Selve;Aude;"KAZIB Anasse";08/02/2022
M.;GRIMSTONE;"Aaron-Lee Gustave";Maire;Dernacueillette;Aude;"KAZIB Anasse";08/02/2022
Mme;PRECIGOUT;"Brigitte Monique";Maire;Moulins-sur-Tardoire;Charente;"KAZIB Anasse";08/02/2022
Mme;LAURENT;Nathalie;Maire;Saint-Sulpice-les-Bois;Corrèze;"KAZIB Anasse";08/02/2022
M.;GALLIEN;Olivier;Maire;Oigny;Côte-d'Or;"KAZIB Anasse";08/02/2022
Mme;"LE HEGARAT";Nadia;Maire;Boqueho;Côtes-d'Armor;"KAZIB Anasse";08/02/2022
Mme;MILLORIT;Anne-Gaud;Maire;Moncontour;Côtes-d'Armor;"KAZIB Anasse";08/02/2022
M.;SIMONS;Benjamin;Maire;Gentioux-Pigerolles;Creuse;"KAZIB Anasse";08/02/2022
M.;CASTAING;Anthony;Maire;Pomport;Dordogne;"KAZIB Anasse";08/02/2022
Mme;GUTHINGER;Christine;Maire;Vallereuil;Dordogne;"KAZIB Anasse";08/02/2022
M.;JUNCKER;Arnaud;Maire;Douville;Dordogne;"KAZIB Anasse";08/02/2022
M.;CIRESA;François;Maire;Soye;Doubs;"KAZIB Anasse";08/02/2022
M.;DOURIAUX;Roland;Maire;Vellerot-lès-Belvoir;Doubs;"KAZIB Anasse";08/02/2022
M.;SPOHR;Claude;Maire;Saint-Pierre-de-Cernières;Eure;"KAZIB Anasse";08/02/2022
Mme;PINOS;Marie-Dominique;Maire;Unverre;Eure-et-Loir;"KAZIB Anasse";08/02/2022
M.;SALLE-LAGARDE;Frédéric;Maire;Moussac;Gard;"KAZIB Anasse";08/02/2022
M.;DESCHAMPS;Gilbert;Maire;Bragayrac;Haute-Garonne;"KAZIB Anasse";08/02/2022
M.;POUZOL;Thierry;Maire;Castéra-Vignoles;Haute-Garonne;"KAZIB Anasse";08/02/2022
M.;DAUBIAN;Jean-François;Maire;Sadeillan;Gers;"KAZIB Anasse";08/02/2022
M.;FAURE;Jacques;Maire;Aurimont;Gers;"KAZIB Anasse";08/02/2022
M.;PELLEFIGUE;Pierre;Maire;Préchac;Gers;"KAZIB Anasse";08/02/2022
Mme;SORIANO;Laurence;Maire;Ponsampère;Gers;"KAZIB Anasse";08/02/2022
M.;RONEZ;Jim;Maire;Fraisse-sur-Agout;Hérault;"KAZIB Anasse";08/02/2022
Mme;HILLOTTE;Martine;Maire;Beyries;Landes;"KAZIB Anasse";08/02/2022
M.;DIDIER;Pascal;Maire;Loromontzey;Meurthe-et-Moselle;"KAZIB Anasse";08/02/2022
M.;FRANCOIS;Eric;Maire;Thumeréville;Meurthe-et-Moselle;"KAZIB Anasse";08/02/2022
Mme;ROJAS;Magali;Maire;Rouves;Meurthe-et-Moselle;"KAZIB Anasse";08/02/2022
M.;ERNST;Frédéric;Maire;Lignières-sur-Aire;Meuse;"KAZIB Anasse";08/02/2022
M.;MANNS;Gérard;Maire;Munster;Moselle;"KAZIB Anasse";08/02/2022
M.;PEIFFERT;Patrick;Maire;Chambrey;Moselle;"KAZIB Anasse";08/02/2022
M.;SOULIER;André;Maire;Wintersbourg;Moselle;"KAZIB Anasse";08/02/2022
M.;THISSE;Sébastien;Maire;Freybouse;Moselle;"KAZIB Anasse";08/02/2022
M.;LEONARD;Jean-Pierre;Maire;Dives;Oise;"KAZIB Anasse";08/02/2022
Mme;BOSCQ;Josette;Maire;Musculdy;Pyrénées-Atlantiques;"KAZIB Anasse";08/02/2022
Mme;DAUGAS;Sylvie;Maire;Baliros;Pyrénées-Atlantiques;"KAZIB Anasse";08/02/2022
Mme;GAIGNARD;Katy;Maire;Maure;Pyrénées-Atlantiques;"KAZIB Anasse";08/02/2022
M.;GOYHENEIX;Joseph;Maire;Lecumberry;Pyrénées-Atlantiques;"KAZIB Anasse";08/02/2022
M.;IRIART;Jean-Dominique;Maire;Larrau;Pyrénées-Atlantiques;"KAZIB Anasse";08/02/2022
M.;LAFONTAN;Eric;Maire;Garlède-Mondebat;Pyrénées-Atlantiques;"KAZIB Anasse";08/02/2022
M.;VENANT;Jean;Maire;Lème;Pyrénées-Atlantiques;"KAZIB Anasse";08/02/2022
Mme;"ABBADIE CHELLE";Christine;Maire;Ossen;Hautes-Pyrénées;"KAZIB Anasse";08/02/2022
M.;BROCA;Thierry;Maire;Asté;Hautes-Pyrénées;"KAZIB Anasse";08/02/2022
M.;FORASTE;Robert;Maire;Sarp;Hautes-Pyrénées;"KAZIB Anasse";08/02/2022
M.;"LE CARDINAL";Yannick;Maire;Hiis;Hautes-Pyrénées;"KAZIB Anasse";08/02/2022
Mme;MARTIN;Denise;Maire;Villaroux;Savoie;"KAZIB Anasse";08/02/2022
M.;ELDERT;Jérémy;Maire;Saint-Martin-au-Bosc;Seine-Maritime;"KAZIB Anasse";08/02/2022
M.;DELANNOY;Guy;Maire;Mézerolles;Somme;"KAZIB Anasse";08/02/2022
Mme;PERIN;Marie-Lise;Maire;Lignières;Somme;"KAZIB Anasse";08/02/2022
M.;ROUZAUD;Jean-Marie;Maire;Fleury;Somme;"KAZIB Anasse";08/02/2022
M.;LONQUEU;Christian;Maire;Itzac;Tarn;"KAZIB Anasse";08/02/2022
Mme;MAERTEN;Marie-Bernard;Maire;Malause;Tarn-et-Garonne;"KAZIB Anasse";08/02/2022
M.;MOISELET-PARQUET;Frédéric;Maire;Lucy-sur-Cure;Yonne;"KAZIB Anasse";08/02/2022
Mme;"RODRIGUES DA ROCHA";Karine;"Maire déléguée d'une commune associée ou d'une commune déléguée";Valravillon;Yonne;"KAZIB Anasse";08/02/2022
M.;"DE FAY";Jean-François;Maire;Épagny;Aisne;"KOENIG Gaspard";08/02/2022
M.;MENON;Michel;Maire;Mazerier;Allier;"KOENIG Gaspard";08/02/2022
M.;BROTTES;Bernard;Maire;"La Voulte-sur-Rhône";Ardèche;"KOENIG Gaspard";08/02/2022
M.;LACLIE;Philippe;Maire;Bercloux;Charente-Maritime;"KOENIG Gaspard";08/02/2022
M.;LATTARD;Denis;Maire;Autichamp;Drôme;"KOENIG Gaspard";08/02/2022
M.;DUBUC;Thierry;Maire;Brion;Isère;"KOENIG Gaspard";08/02/2022
M.;ZILLIOX;Charles;Maire;Bessey;Loire;"KOENIG Gaspard";08/02/2022
M.;DUVAL;Laurent;Maire;Languidic;Morbihan;"KOENIG Gaspard";08/02/2022
M.;CHAVONNET;Pierre;Maire;Gerberoy;Oise;"KOENIG Gaspard";08/02/2022
M.;"DE FRANCE";Guillain;Maire;Croutoy;Oise;"KOENIG Gaspard";08/02/2022
M.;GUILMIN;Maxime;Maire;Montsecret-Clairefougère;Orne;"KOENIG Gaspard";08/02/2022
M.;SALLIOT;Julien;"Maire délégué d'une commune associée ou d'une commune déléguée";Montsecret-Clairefougère;Orne;"KOENIG Gaspard";08/02/2022
M.;ARMANET;Henri;Maire;Estarvielle;Hautes-Pyrénées;"KOENIG Gaspard";08/02/2022
M.;MERMET;Eric;Maire;Crissey;Saône-et-Loire;"KOENIG Gaspard";08/02/2022
M.;MEUNIER;Edouard;Maire;Queige;Savoie;"KOENIG Gaspard";08/02/2022
M.;CAMP;Alain;Maire;Chavannaz;Haute-Savoie;"KOENIG Gaspard";08/02/2022
M.;BOUST;Emmanuel;Maire;Saint-Pierre-le-Vieux;Seine-Maritime;"KOENIG Gaspard";08/02/2022
M.;TABESSE;Jean-Marie;Maire;Biville-la-Baignarde;Seine-Maritime;"KOENIG Gaspard";08/02/2022
Mme;BARBAUX;Lydie;Maire;Plombières-les-Bains;Vosges;"KOENIG Gaspard";08/02/2022
M.;CALIN;Thierry;Maire;Harchéchamp;Vosges;"KOENIG Gaspard";08/02/2022
M.;DURAND;Thierry;Maire;Cruzy-le-Châtel;Yonne;"KOENIG Gaspard";08/02/2022
M.;BOUCHER;Jean-Louis;Maire;Ville-sur-Lumes;Ardennes;"KUZMANOVIC Georges";08/02/2022
M.;WARZEE;Thierry;Maire;Lametz;Ardennes;"KUZMANOVIC Georges";08/02/2022
M.;JEHANNE;Daniel;Maire;"Le Mesnil-Simon";Calvados;"KUZMANOVIC Georges";08/02/2022
M.;DUDOUET;Eric;Maire;Étalante;Côte-d'Or;"KUZMANOVIC Georges";08/02/2022
M.;TERREAUX;Michel;Maire;Lembras;Dordogne;"KUZMANOVIC Georges";08/02/2022
M.;BOUCHEZ;Philippe;Maire;Éclaires;Marne;"KUZMANOVIC Georges";08/02/2022
M.;PÉRARDEL;Joël;Maire;Francheville;Marne;"KUZMANOVIC Georges";08/02/2022
M.;PEREZ;Eugène;Maire;Chamouilley;Haute-Marne;"KUZMANOVIC Georges";08/02/2022
Mme;RÉGÉ;Nathalie;"Maire déléguée d'une commune associée ou d'une commune déléguée";Geville;Meuse;"KUZMANOVIC Georges";08/02/2022
M.;CASTEL;Gervais;Maire;Tramecourt;Pas-de-Calais;"KUZMANOVIC Georges";08/02/2022
M.;CHAMPAGNE;Robert;Maire;Maisnil;Pas-de-Calais;"KUZMANOVIC Georges";08/02/2022
M.;VISENTIN;Patrick;Maire;Chérisy;Pas-de-Calais;"KUZMANOVIC Georges";08/02/2022
M.;GREZEL;Guy;Maire;Villers-sur-Saulnot;Haute-Saône;"KUZMANOVIC Georges";08/02/2022
M.;LHUILIER;Patrick;Maire;Vitry-sur-Loire;Saône-et-Loire;"KUZMANOVIC Georges";08/02/2022
M.;MANGIN;Jean-Marie;Maire;Varmonzey;Vosges;"KUZMANOVIC Georges";08/02/2022
M.;ROLIN;Denis;Maire;Pleuvezain;Vosges;"KUZMANOVIC Georges";08/02/2022
M.;BAL;Serge;Maire;Flaxieu;Ain;"LASSALLE Jean";08/02/2022
M.;DARMEDRU;Emmanuel;Maire;Bohas-Meyriat-Rignat;Ain;"LASSALLE Jean";08/02/2022
M.;JAMME;Philippe;Maire;Verjon;Ain;"LASSALLE Jean";08/02/2022
M.;PASSAQUET;Christian;Maire;Ramasse;Ain;"LASSALLE Jean";08/02/2022
M.;PIERROT;Lionel;Maire;Neufchâtel-sur-Aisne;Aisne;"LASSALLE Jean";08/02/2022
M.;DEGUELLE;Alain;Maire;Neuvy;Allier;"LASSALLE Jean";08/02/2022
Mme;BARTHELEMY;Monique;Maire;Châteauneuf-d'Oze;Hautes-Alpes;"LASSALLE Jean";08/02/2022
M.;DEPEYRE;"Jean Henri François";Maire;Sigottier;Hautes-Alpes;"LASSALLE Jean";08/02/2022
Mme;SERRE;Marie-Josée;Maire;Gourdon;Ardèche;"LASSALLE Jean";08/02/2022
M.;CORNEILLE;Jean-Pierre;Maire;Landres-et-Saint-Georges;Ardennes;"LASSALLE Jean";08/02/2022
M.;FLEURY;Vincent;Maire;Monthois;Ardennes;"LASSALLE Jean";08/02/2022
M.;MASSET;Michaël;Maire;Saulces-Champenoises;Ardennes;"LASSALLE Jean";08/02/2022
M.;RICLOT;Bernard;Maire;Chémery-Chéhéry;Ardennes;"LASSALLE Jean";08/02/2022
M.;AUTHIÉ;"René Bernard";Maire;Celles;Ariège;"LASSALLE Jean";08/02/2022
M.;GERAUD;Daniel;Maire;"Les Cabannes";Ariège;"LASSALLE Jean";08/02/2022
M.;MEYNARD;Richard;Maire;Rivèrenert;Ariège;"LASSALLE Jean";08/02/2022
M.;PETITALOT;Richard;Maire;Lacourt;Ariège;"LASSALLE Jean";08/02/2022
M.;SICRE;Maurice;Maire;Axiat;Ariège;"LASSALLE Jean";08/02/2022
M.;GOMBAULT;Patrick;Maire;Viâpres-le-Petit;Aube;"LASSALLE Jean";08/02/2022
M.;LEHMANN;Philippe;Maire;Fuligny;Aube;"LASSALLE Jean";08/02/2022
M.;DELGADO;Fernand;Maire;Labastide-en-Val;Aude;"LASSALLE Jean";08/02/2022
M.;RIEU;Didier;Maire;Escueillens-et-Saint-Just-de-Bélengard;Aude;"LASSALLE Jean";08/02/2022
M.;SCHENATO;Henry;Maire;Escales;Aude;"LASSALLE Jean";08/02/2022
M.;VAQUIE;Bernard;Maire;Camurac;Aude;"LASSALLE Jean";08/02/2022
M.;ARVIEU;Michel;Maire;Gissac;Aveyron;"LASSALLE Jean";08/02/2022
M.;CHIBAUDEL;Claude;Maire;Montagnol;Aveyron;"LASSALLE Jean";08/02/2022
M.;GARDÉ;Jacques;Maire;Prades-Salars;Aveyron;"LASSALLE Jean";08/02/2022
M.;GIGANON;Philippe;Maire;Peux-et-Couffouleux;Aveyron;"LASSALLE Jean";08/02/2022
M.;MILESI;Jean;Maire;Mélagues;Aveyron;"LASSALLE Jean";08/02/2022
M.;TOUZET;Cyril;Maire;Camarès;Aveyron;"LASSALLE Jean";08/02/2022
M.;LEBOUCQ;Jean-Yves;Maire;Vicques;Calvados;"LASSALLE Jean";08/02/2022
M.;MEISSONNIER;Daniel;Maire;Laveissière;Cantal;"LASSALLE Jean";08/02/2022
M.;MOMMALIER;Gilbert;Maire;Saint-Étienne-de-Chomeil;Cantal;"LASSALLE Jean";08/02/2022
M.;JUBINEAU;Patrice;Maire;Souffrignac;Charente;"LASSALLE Jean";08/02/2022
Mme;PERCEPT;Monique;Maire;Mosnac-Saint-Simeux;Charente;"LASSALLE Jean";08/02/2022
M.;BERTRAND;Georges;Maire;Champagnolles;Charente-Maritime;"LASSALLE Jean";08/02/2022
M.;BOISNIER;Jean-Mary;Maire;"Le Gicq";Charente-Maritime;"LASSALLE Jean";08/02/2022
M.;PROTEAU;Guy;Maire;Bourcefranc-le-Chapus;Charente-Maritime;"LASSALLE Jean";08/02/2022
M.;BITARELLE;René;Maire;Camps-Saint-Mathurin-Léobazel;Corrèze;"LASSALLE Jean";08/02/2022
